"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Private Members' Bills)";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (General))";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Development Of North Eastern Region)";"Questions (Law And Justice)";"Questions (Health And Family Welfare)";"Questions (Minority Affairs)";"Questions (Textiles)";"Questions (Railways)";"Questions (Home Affairs)";"Questions (Environment, Forest And Climate Change)";"Questions (Tourism)";"Questions (Culture)";"Questions (Ayush)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Communications)";"Questions (Planning)";"Questions (Agriculture And Farmers Welfare)";"Questions (Finance)";"Questions (Prime Minister)";"Questions (Women And Child Development)";"Questions (Road Transport And Highways)";"Questions (Social Justice And Empowerment)";"Questions (Coal)";"Questions (Parliamentary Affairs)";"Questions (Tribal Affairs)";"Questions (Education)";"Questions (External Affairs)";"Questions (Civil Aviation)";"Questions (Commerce And Industry)";"Questions (Statistics And Programme Implementation)";"Questions (Power)";"Questions (Labour And Employment)";"Questions (Steel)";"Questions (Defence)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Electronics And Information Technology)";"Questions (Rural Development)";"Questions (Panchayati Raj)";"Questions (Information And Broadcasting)";"Questions (Youth Affairs And Sports)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Housing And Urban Affairs)";"Questions (Petroleum And Natural Gas)";"Questions (Skill Development And Entrepreneurship)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Human Resource Development)";"Questions (Shipping)";"Questions (Earth Sciences)";"Questions (Food Processing Industries)";"Questions (Mines)";"Questions (Cooperation)";"Questions (Chemicals And Fertilizers)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (New And Renewable Energy)";"Questions (Science And Technology)";"Questions (Statiscs And Programme Implementation)";"Debates (Others)";"Debates (Discussion)";"Debates (Private Members' Resolutions)";"Debates (Submissions By Members)";"Debates (Statement By Minister)";"Debates (Clarification On The Statement By Minister)";"Debates (Felicitations)";"Questions (Consumer Affairs)";"Questions (Micro)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Atomic Energy)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Personnel, Public Grievances And Pensions)"
"Shriniwas Dadasaheb Patil";"Satara";"No";"77.93%";"36";"230";"0";"Maharashtra";"Nationalist Congress Party";"Elected";"21-10-2019";"In Office";"Third Term";"82";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"10";"11";"3";"1";"0";"5";"6";"0";"0";"7";"20";"1";"1";"20";"3";"9";"5";"5";"4";"0";"8";"11";"0";"14";"6";"2";"8";"18";"3";"0";"0";"0";"13";"2";"2";"4";"0";"1";"4";"0";"5";"5";"2";"8";"3";"2";"6";"4";"0";"4";"0";"1";"2";"4";"0";"1";"1";"0";"0";"3";"3";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Shripad Yesso Naik";"North Goa";"Yes";"";"0";"0";"0";"Goa";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fifth Term";"71";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Shrirang Appa Barne";"Maval";"No";"93.07%";"167";"635";"13";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"59";"Male";"Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"23";"102";"13";"6";"0";"4";"17";"0";"0";"10";"54";"0";"12";"33";"14";"28";"12";"11";"10";"3";"14";"10";"2";"46";"30";"2";"9";"19";"6";"11";"0";"1";"22";"12";"24";"24";"2";"7";"22";"5";"9";"18";"13";"9";"2";"8";"8";"9";"1";"10";"8";"5";"10";"10";"5";"7";"3";"3";"2";"6";"15";"9";"9";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Shyam Singh Yadav";"Jaunpur";"No";"97.40%";"53";"196";"5";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"69";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"14";"21";"6";"0";"0";"3";"7";"0";"1";"4";"15";"5";"2";"6";"5";"11";"2";"2";"3";"2";"5";"4";"2";"9";"11";"1";"6";"7";"2";"2";"0";"1";"8";"5";"2";"6";"2";"4";"4";"0";"4";"5";"2";"4";"1";"2";"5";"1";"4";"4";"3";"4";"3";"2";"0";"4";"0";"0";"1";"1";"4";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Simranjit Singh Mann";"Sangrur";"No";"84.29%";"10";"0";"0";"Punjab";"Shiromani Akali Dal";"Elected";"26-06-2022";"In Office";"Third Term";"78";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"3";"3";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sisir Kumar Adhikari";"Kanthi";"No";"13.60%";"4";"206";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Third Term";"82";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"2";"0";"0";"0";"0";"1";"0";"0";"1";"12";"2";"4";"6";"8";"7";"4";"2";"3";"6";"3";"3";"2";"10";"9";"2";"6";"5";"4";"4";"0";"2";"9";"2";"7";"8";"3";"5";"10";"2";"4";"4";"1";"3";"0";"5";"3";"3";"2";"2";"5";"1";"4";"2";"1";"1";"1";"0";"0";"6";"3";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Smriti Zubin Irani";"Amethi";"Yes";"";"0";"0";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"47";"Female";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Som Prakash";"Hoshiarpur";"Yes";"";"0";"0";"0";"Punjab";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"74";"Male";"Post Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sonia Gandhi";"Rae Bareli";"No";"47.20%";"6";"0";"0";"Uttar Pradesh";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fifth Term";"77";"Female";"Diploma Course";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Soyam Bapu Rao";"Adilabad";"No";"83.73%";"10";"29";"0";"Telangana";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"54";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"9";"0";"0";"0";"0";"1";"0";"0";"2";"4";"0";"3";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"0";"2";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"S.P. Singh Baghel";"Agra";"Yes";"93.40%";"23";"5";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"63";"Male";"Doctorate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"11";"4";"2";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"S.R. Parthiban";"Salem";"No";"89.40%";"42";"286";"0";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"54";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"13";"12";"1";"3";"0";"2";"10";"1";"0";"1";"14";"1";"11";"19";"6";"8";"1";"10";"15";"3";"9";"4";"2";"19";"6";"2";"7";"7";"0";"1";"0";"6";"8";"1";"8";"11";"2";"1";"5";"2";"2";"6";"1";"9";"4";"6";"8";"1";"0";"8";"6";"14";"10";"1";"0";"4";"3";"0";"0";"8";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sridhar Kotagiri";"Eluru";"No";"78.00%";"25";"312";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"First Term";"50";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"13";"7";"3";"1";"0";"1";"0";"0";"0";"6";"15";"4";"2";"13";"7";"20";"3";"4";"5";"3";"10";"7";"1";"23";"20";"1";"6";"8";"5";"4";"1";"7";"7";"2";"8";"10";"1";"6";"0";"2";"11";"11";"5";"4";"1";"1";"3";"6";"3";"10";"4";"4";"1";"5";"0";"3";"3";"2";"2";"5";"4";"11";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"S.S. Ahluwalia";"Bardhaman-Durgapur";"No";"75.60%";"12";"0";"0";"West Bengal";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"72";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"9";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"S.S. Palanimanickam";"Thanjavur";"No";"54.20%";"7";"0";"0";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"Sixth Term";"73";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"2";"0";"1";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"S.T. Hasan";"Moradabad";"No";"87.60%";"55";"13";"0";"Uttar Pradesh";"Samajwadi Party";"Elected";"23-05-2019";"In Office";"First Term";"65";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"17";"15";"1";"0";"6";"13";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"4";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Su Thirunavukkarasar";"Tiruchirappalli";"No";"69.60%";"37";"358";"2";"Tamil Nadu";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Second Term";"74";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"19";"11";"2";"0";"0";"0";"5";"0";"0";"4";"31";"0";"6";"13";"21";"12";"0";"12";"3";"1";"14";"2";"2";"20";"20";"7";"5";"15";"3";"2";"0";"0";"9";"14";"12";"16";"1";"3";"10";"0";"12";"16";"3";"2";"0";"5";"5";"2";"5";"8";"9";"3";"2";"4";"1";"4";"5";"0";"2";"5";"4";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Subhas Sarkar";"Bankura";"Yes";"82.60%";"27";"52";"0";"West Bengal";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"70";"Male";"Information Not Available";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"10";"5";"0";"0";"2";"5";"0";"0";"0";"2";"2";"3";"1";"0";"2";"0";"1";"3";"0";"3";"0";"0";"2";"0";"0";"2";"3";"1";"2";"0";"1";"0";"1";"0";"4";"1";"0";"1";"2";"0";"3";"0";"1";"1";"1";"2";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Subhash Baheria";"Bhilwara";"No";"96.93%";"85";"29";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"67";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"34";"34";"11";"0";"0";"0";"5";"0";"0";"0";"3";"0";"1";"2";"1";"1";"0";"1";"0";"0";"2";"0";"0";"2";"4";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Subhash Ramrao Bhamre";"Dhule";"No";"82.87%";"19";"605";"0";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"70";"Male";"Professional Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"1";"4";"1";"0";"0";"10";"1";"0";"14";"64";"2";"23";"31";"13";"10";"11";"9";"21";"1";"9";"9";"1";"37";"24";"1";"10";"15";"10";"16";"0";"0";"24";"5";"13";"19";"1";"6";"15";"4";"5";"15";"5";"5";"1";"10";"15";"2";"1";"27";"11";"7";"15";"11";"4";"0";"10";"3";"1";"7";"12";"11";"8";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Subrata Pathak";"Kannauj";"No";"80.93%";"14";"255";"2";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"44";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"6";"6";"0";"0";"0";"0";"2";"0";"0";"3";"19";"0";"4";"19";"7";"15";"4";"5";"4";"2";"6";"3";"0";"12";"10";"4";"0";"5";"5";"2";"0";"1";"9";"3";"12";"9";"0";"0";"11";"1";"4";"4";"8";"6";"2";"4";"4";"2";"2";"6";"4";"4";"5";"1";"0";"5";"0";"0";"1";"7";"6";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sudarshan Bhagat";"Lohardaga";"No";"94.73%";"31";"107";"0";"Jharkhand";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"54";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"18";"2";"0";"2";"0";"1";"8";"0";"3";"2";"6";"1";"1";"0";"2";"2";"4";"4";"7";"1";"5";"1";"1";"4";"2";"0";"2";"2";"1";"0";"0";"2";"4";"5";"3";"2";"1";"2";"3";"1";"1";"4";"2";"3";"0";"0";"0";"0";"1";"1";"4";"3";"0";"0";"0";"1";"1";"3";"0";"1";"2";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sudhakar Tukaram Shrangre";"Latur";"No";"86.07%";"68";"513";"3";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"61";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"35";"13";"0";"3";"0";"3";"13";"1";"0";"6";"36";"1";"10";"17";"6";"8";"11";"7";"19";"3";"24";"13";"4";"29";"10";"8";"18";"14";"16";"0";"0";"7";"17";"2";"8";"14";"3";"10";"18";"1";"10";"9";"17";"14";"4";"8";"7";"2";"2";"15";"13";"5";"10";"13";"0";"5";"4";"2";"0";"6";"19";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
"Sudhir Gupta";"Mandsour";"No";"89.73%";"60";"635";"6";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"64";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"52";"2";"1";"0";"0";"2";"0";"0";"12";"48";"0";"8";"28";"18";"29";"10";"14";"10";"3";"17";"12";"3";"45";"34";"3";"5";"26";"7";"7";"0";"2";"22";"13";"26";"22";"1";"10";"19";"4";"9";"18";"16";"8";"3";"8";"6";"9";"2";"10";"5";"4";"7";"8";"4";"10";"3";"3";"2";"7";"15";"6";"13";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Sudip Bandyopadhyay";"Kolkata Uttar";"No";"72.40%";"44";"0";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Fifth Term";"75";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"22";"6";"0";"0";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Sujay Radhakrishna Vikhepatil";"Ahmednagar";"No";"76.33%";"105";"508";"6";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"42";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"31";"56";"2";"1";"0";"6";"8";"0";"0";"11";"23";"3";"13";"29";"8";"14";"14";"7";"8";"1";"19";"16";"0";"25";"13";"6";"18";"12";"11";"5";"0";"11";"10";"4";"10";"13";"1";"5";"15";"3";"14";"10";"11";"12";"3";"5";"7";"4";"7";"11";"10";"11";"16";"5";"1";"3";"8";"2";"3";"9";"13";"11";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Sukanta Majumdar";"Balurghat";"No";"72.87%";"47";"654";"7";"West Bengal";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"44";"Male";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"26";"14";"2";"1";"0";"1";"3";"0";"2";"13";"41";"2";"9";"21";"23";"19";"6";"17";"17";"7";"11";"10";"2";"17";"29";"14";"19";"20";"10";"7";"0";"6";"21";"9";"16";"26";"9";"8";"10";"3";"12";"7";"14";"14";"6";"14";"6";"10";"9";"24";"10";"7";"12";"12";"5";"7";"6";"5";"4";"17";"14";"6";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sukhbir Singh Badal";"Ferozpur";"No";"21.33%";"7";"34";"0";"Punjab";"Shiromani Akali Dal";"Elected";"23-05-2019";"In Office";"Fourth Term";"61";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"1";"4";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";"8";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Sukhbir Singh Jaunapuria";"Tonk-Sawai Madhopur";"No";"91.40%";"24";"182";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"66";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8";"6";"1";"2";"0";"0";"5";"1";"0";"0";"19";"0";"0";"10";"3";"7";"0";"1";"5";"0";"12";"11";"0";"15";"13";"2";"5";"2";"0";"5";"0";"2";"5";"1";"2";"1";"0";"2";"3";"0";"3";"3";"1";"9";"0";"0";"3";"0";"0";"5";"2";"3";"4";"7";"0";"1";"1";"0";"0";"8";"4";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sumalatha Ambareesh";"Mandya";"No";"64.67%";"24";"210";"0";"Karnataka";"Independent";"Elected";"23-05-2019";"In Office";"First Term";"60";"Female";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"8";"4";"1";"0";"0";"9";"1";"0";"3";"15";"1";"3";"11";"8";"4";"2";"3";"5";"0";"8";"5";"1";"12";"10";"3";"9";"7";"2";"0";"0";"0";"13";"0";"2";"9";"1";"1";"6";"0";"2";"13";"2";"3";"3";"4";"0";"0";"0";"11";"1";"1";"1";"1";"0";"2";"0";"0";"2";"9";"4";"4";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sumathy Thamizhachi Thangapandian";"Chennai South";"No";"78.87%";"63";"292";"8";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"61";"Female";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"25";"15";"6";"3";"0";"3";"11";"0";"0";"7";"20";"1";"5";"3";"11";"15";"2";"5";"5";"3";"6";"3";"1";"10";"22";"5";"10";"8";"10";"1";"0";"2";"10";"10";"2";"7";"0";"6";"5";"2";"7";"9";"11";"5";"0";"6";"4";"3";"0";"13";"2";"2";"3";"4";"1";"4";"3";"0";"3";"6";"3";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"Sumedhanand Saraswati";"Sikar";"No";"92.67%";"72";"456";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"72";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"20";"32";"4";"2";"0";"2";"10";"1";"0";"5";"34";"1";"13";"10";"5";"13";"12";"14";"10";"1";"11";"7";"5";"34";"16";"4";"14";"15";"5";"1";"0";"4";"15";"3";"4";"14";"4";"8";"10";"0";"11";"12";"10";"13";"6";"4";"4";"1";"7";"5";"11";"3";"9";"10";"2";"5";"10";"7";"0";"12";"4";"14";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sunil Baburao Mendhe";"Bhandara-Gondiya";"No";"89.87%";"25";"249";"0";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"55";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8";"13";"0";"0";"0";"0";"4";"0";"0";"0";"17";"3";"7";"11";"4";"6";"10";"6";"12";"0";"9";"9";"0";"7";"5";"2";"9";"9";"0";"1";"0";"4";"7";"6";"6";"6";"0";"4";"11";"0";"1";"4";"5";"8";"1";"0";"7";"2";"1";"11";"3";"5";"5";"1";"0";"2";"7";"0";"1";"8";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
