"Name";"Constituency";"Attendance";"Debates";"Questions";"Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Budget (General))";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (Railways))";"Debates (Submissions By Members)";"Debates (Motion Of Thanks On The President'S Address)";"Questions (Housing And Urban Affairs)";"Questions (Steel)";"Questions (Women And Child Development)";"Questions (Home Affairs)";"Questions (Finance)";"Questions (Defence)";"Questions (Health And Family Welfare)";"Questions (Civil Aviation)";"Questions (Railways)";"Questions (Commerce And Industry)";"Questions (Drinking Water And Sanitation)";"Questions (Coal)";"Questions (Water Resources, River Development And Ganga Rejuvenation)";"Questions (External Affairs)";"Questions (Textiles)";"Questions (Urban Development)";"Questions (Prime Minister)";"Questions (Shipping)";"Questions (Housing And Urban Poverty Alleviation)";"Questions (Communications And Information Technology)";"Questions (Rural Development)";"Questions (Labour And Employment)";"Questions (Culture)";"Questions (Power)";"Questions (Agriculture And Farmers Welfare)";"Questions (Human Resource Development)";"Questions (Agriculture)";"Questions (Road Transport And Highways)";"Questions (Minority Affairs)";"Questions (Mines)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Environment, Forests And Climate Change)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Petroleum And Natural Gas)";"Questions (New And Renewable Energy)";"Questions (Tourism)";"Questions (Information And Broadcasting)";"Questions (Social Justice And Empowerment)";"Questions (Micro, Small And Medium Enterprises)";"Debates (Private Members' Resolutions)";"Debates (Ls - Calling Attention (Rule-197))";"Questions (Communications)";"Questions (Environment, Forest And Climate Change)";"Questions (Food Processing Industries)";"Questions (Tribal Affairs)";"Questions (Electronics And Information Technology)";"Questions (Youth Affairs And Sports)";"Questions (Chemicals And Fertilizers)";"Questions (Panchayati Raj)";"Questions (Ayush)";"Questions (Science And Technology)";"Questions (Law And Justice)";"Questions (Statistics And Programme Implementation)";"Questions (Skill Development And Entrepreneurship)";"Questions (Corporate Affairs)";"Questions (Earth Sciences)";"Questions (Skill Development, Entrepreneurship, Youth Affairs And Sports)";"Questions (Development Of North Eastern Region)";"Debates (Private Members' Bills)";"Debates (Statutory Resolution And Government Bill)";"Questions (Planning)";"Questions (Water Resources)";"Debates (Government Resolutions)";"Questions (Overseas Indian Affairs)";"Debates (Others)";"Debates (Adjournment Motion)";"Questions (Personnel, Public Grievances And Pensions)";"Debates (Felicitations)";"Questions (Parliamentary Affairs)";"Debates (Ls - No-Confidence Motion (Rule-198))";"Debates (Clarification On The Statement By Minister)";"Debates (Statutory Resolutions)";"Debates (Budget (States))";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Debates (Ls - Personal Explanation By Members (Rule-357))";"Questions (Atomic Energy)"
"Sunil Kumar Singh";"Chatra";"90.65%";"117";"610";"22";"Jharkhand";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"57";"Male";"Professional Post Graduate";"16th";"36";"44";"4";"17";"3";"4";"1";"4";"2";"4";"12";"28";"45";"19";"48";"13";"51";"10";"6";"19";"11";"9";"3";"5";"9";"0";"1";"14";"19";"11";"10";"7";"21";"48";"18";"18";"3";"8";"2";"11";"9";"13";"5";"9";"5";"2";"4";"0";"0";"4";"7";"6";"5";"5";"10";"6";"1";"6";"0";"10";"4";"6";"4";"0";"2";"0";"3";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Supriya Sule";"Baramati";"96.24%";"152";"1186";"22";"Maharashtra";"Nationalist Congress Party";"Elected";"18-May-14";"In office";"Second";"49";"Female";"Graduate";"16th";"25";"44";"23";"22";"10";"4";"15";"5";"19";"1";"20";"53";"70";"26";"78";"43";"53";"34";"9";"24";"19";"15";"9";"17";"15";"19";"7";"27";"21";"24";"16";"26";"58";"94";"18";"37";"34";"1";"5";"17";"24";"19";"14";"20";"23";"17";"5";"0";"0";"3";"12";"3";"8";"3";"8";"11";"3";"13";"42";"8";"2";"21";"2";"7";"5";"0";"0";"1";"4";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"Suresh Channabasappa Angadi";"Belgaum";"90.71%";"38";"26";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Third";"63";"Male";"Professional Graduate";"16th";"2";"18";"5";"7";"1";"1";"1";"2";"0";"0";"0";"1";"2";"1";"4";"0";"6";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Suresh Kodikunnil";"Mavelikkara";"65.41%";"100";"536";"6";"Kerala";"Indian National Congress";"Elected";"18-May-14";"In office";"Sixth";"56";"Male";"Professional Graduate";"16th";"21";"47";"6";"6";"6";"2";"11";"0";"2";"0";"8";"35";"33";"16";"29";"19";"29";"8";"11";"4";"9";"15";"2";"8";"8";"4";"3";"17";"11";"24";"5";"7";"6";"35";"12";"24";"1";"1";"2";"15";"16";"16";"3";"3";"8";"6";"8";"0";"0";"3";"8";"0";"8";"2";"3";"6";"2";"2";"8";"7";"1";"4";"7";"1";"3";"0";"0";"0";"3";"2";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sushil Kumar Singh";"Aurangabad";"87.41%";"81";"442";"7";"Bihar";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Third";"55";"Male";"Post Graduate";"16th";"36";"28";"4";"4";"5";"2";"0";"2";"1";"2";"2";"26";"46";"15";"30";"16";"25";"8";"2";"12";"11";"10";"5";"9";"17";"0";"2";"6";"13";"8";"3";"16";"18";"23";"3";"12";"2";"1";"0";"8";"12";"9";"5";"4";"2";"4";"3";"0";"0";"11";"3";"1";"3";"1";"1";"4";"2";"5";"2";"3";"1";"1";"4";"5";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sushmita Dev";"Silchar";"79.71%";"85";"318";"3";"Assam";"Indian National Congress";"Elected";"18-May-14";"In office";"First";"46";"Female";"Professional Post Graduate";"16th";"6";"34";"19";"7";"3";"2";"10";"2";"7";"0";"17";"20";"12";"6";"25";"8";"20";"11";"7";"4";"12";"9";"0";"6";"1";"1";"2";"2";"8";"9";"1";"12";"12";"28";"1";"9";"2";"1";"6";"3";"6";"9";"1";"0";"1";"0";"0";"0";"1";"2";"2";"1";"0";"2";"0";"2";"1";"2";"1";"7";"3";"6";"1";"1";"0";"6";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Suvendu Adhikari";"Tamluk";"23.75%";"8";"53";"0";"West Bengal";"All India Trinamool Congress";"Elected";"18-May-14";"28-05-2016";"Second";"48";"Male";"Graduate";"16th";"5";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"3";"0";"5";"1";"6";"2";"0";"0";"2";"0";"2";"0";"0";"4";"0";"0";"2";"0";"0";"0";"0";"5";"5";"1";"0";"0";"0";"0";"1";"2";"2";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Swami Sachchidanand Hari Sakshi";"Unnao";"92.12%";"12";"176";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Fourth";"63";"Male";"Doctorate";"16th";"4";"4";"0";"1";"1";"1";"1";"0";"4";"2";"3";"2";"16";"5";"13";"5";"5";"1";"6";"2";"0";"4";"2";"4";"8";"1";"2";"3";"6";"4";"0";"0";"10";"8";"0";"3";"0";"1";"1";"1";"3";"4";"4";"3";"1";"7";"0";"0";"0";"0";"5";"4";"1";"0";"3";"5";"3";"1";"1";"1";"2";"0";"1";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tamradhwaj Sahu";"Durg";"78.56%";"32";"170";"1";"Chhattisgarh";"Indian National Congress";"Elected";"18-May-14";"21-12-2018";"First";"69";"Male";"Inter/ Higher Secondary";"16th";"9";"13";"2";"2";"2";"2";"1";"0";"1";"6";"4";"7";"8";"1";"23";"4";"14";"3";"0";"7";"1";"1";"0";"3";"2";"0";"1";"1";"6";"11";"3";"2";"4";"11";"0";"3";"0";"2";"0";"2";"3";"2";"1";"0";"3";"4";"3";"0";"0";"3";"3";"0";"6";"1";"1";"0";"3";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tapas Mandal";"Ranaghat";"89.82%";"33";"6";"0";"West Bengal";"All India Trinamool Congress";"Elected";"18-May-14";"In office";"First";"47";"Male";"Doctorate";"16th";"10";"6";"5";"4";"3";"3";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tapas Paul";"Krishnanagar";"51.76%";"8";"7";"0";"West Bengal";"All India Trinamool Congress";"Elected";"18-May-14";"In office";"Second";"60";"Male";"Graduate";"16th";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tariq Anwar";"Katihar";"81.76%";"42";"149";"0";"Bihar";"Nationalist Congress Party";"Elected";"18-May-14";"In office";"Fifth";"68";"Male";"Under Graduate";"16th";"2";"5";"4";"7";"9";"3";"6";"2";"0";"0";"3";"10";"18";"1";"4";"2";"5";"1";"2";"0";"4";"4";"1";"3";"6";"0";"0";"0";"7";"3";"4";"2";"12";"6";"4";"5";"5";"0";"1";"1";"4";"2";"1";"0";"1";"1";"1";"0";"0";"0";"2";"0";"1";"2";"1";"1";"0";"0";"5";"3";"2";"1";"0";"0";"2";"1";"0";"0";"3";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"Tariq Hameed Karra";"Srinagar";"36.33%";"4";"20";"0";"Jammu and Kashmir";"Jammu and Kashmir Peoples Democratic Party";"Elected";"18-May-14";"17-10-2016";"First";"63";"Male";"Professional Graduate";"16th";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"3";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Tasleem Uddin";"Araria";"80.17%";"0";"2";"0";"Bihar";"Rashtriya Janata Dal";"Elected";"18-May-14";"17-09-2017";"Fifth";"76";"Male";"Graduate";"16th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tathagata Satpathy";"Dhenkanal";"91.53%";"83";"39";"1";"Odisha";"Biju Janata Dal";"Elected";"18-May-14";"In office";"Fourth";"63";"Male";"Graduate";"16th";"1";"6";"43";"14";"9";"0";"4";"1";"0";"1";"1";"3";"6";"0";"2";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"2";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"2";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Tej Pratap Singh Yadav";"Mainpuri";"86.67%";"22";"257";"2";"Uttar Pradesh";"Samajwadi Party";"Elected";"16-Sep-14";"In office";"First";"32";"Male";"Professional Post Graduate";"16th";"14";"1";"0";"4";"2";"0";"0";"1";"7";"0";"8";"8";"17";"6";"12";"9";"8";"9";"2";"1";"5";"1";"1";"0";"6";"2";"0";"0";"8";"6";"8";"5";"10";"12";"0";"3";"5";"1";"2";"0";"5";"7";"1";"2";"5";"7";"2";"0";"0";"1";"13";"2";"3";"4";"4";"1";"1";"3";"8";"3";"5";"4";"6";"2";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0"
"T.G. Venkatesh Babu";"Chennai North";"79.24%";"65";"712";"0";"Tamil Nadu";"All India Anna Dravida Munnetra Kazhagam";"Elected";"18-May-14";"In office";"First";"58";"Male";"Post Graduate";"16th";"10";"15";"9";"19";"4";"2";"0";"4";"8";"6";"14";"52";"41";"30";"49";"41";"31";"15";"7";"8";"16";"30";"5";"14";"18";"10";"6";"11";"14";"11";"16";"12";"11";"34";"15";"25";"2";"1";"11";"16";"15";"16";"6";"9";"4";"6";"3";"0";"0";"2";"11";"3";"1";"4";"6";"5";"0";"5";"3";"10";"1";"6";"5";"4";"2";"0";"1";"0";"2";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Thangso Baite";"Outer Manipur";"90.82%";"16";"18";"0";"Manipur";"Indian National Congress";"Elected";"18-May-14";"In office";"Second";"65";"Male";"Post Graduate";"16th";"5";"6";"1";"1";"0";"1";"0";"1";"0";"0";"0";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"1";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Thokchom Meinya";"Inner Manipur";"92.82%";"72";"174";"4";"Manipur";"Indian National Congress";"Elected";"18-May-14";"In office";"Third";"73";"Male";"Doctorate";"16th";"18";"24";"4";"12";"2";"3";"2";"6";"1";"0";"3";"29";"15";"12";"7";"10";"8";"3";"0";"0";"3";"9";"0";"0";"10";"0";"0";"0";"1";"1";"1";"2";"0";"10";"1";"5";"0";"0";"0";"2";"1";"0";"1";"1";"4";"0";"0";"0";"0";"4";"4";"1";"1";"1";"5";"0";"2";"0";"0";"7";"1";"3";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Thota Narasimham";"Kakinada";"88.65%";"66";"129";"0";"Andhra Pradesh";"Telugu Desam Party";"Elected";"18-May-14";"In office";"First";"56";"Male";"Graduate";"16th";"0";"24";"14";"7";"7";"3";"2";"5";"0";"1";"0";"13";"9";"5";"9";"7";"7";"4";"2";"4";"1";"5";"0";"0";"3";"2";"1";"7";"2";"3";"1";"3";"0";"8";"4";"1";"0";"0";"0";"5";"2";"5";"0";"3";"2";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"2";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Thupstan Chhewang";"Ladakh";"83.44%";"20";"31";"0";"Jammu and Kashmir";"Bharatiya Janata Party";"Elected";"18-May-14";"13-12-2018";"Second";"71";"Male";"Professional Graduate";"16th";"13";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"3";"1";"4";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"2";"0";"1";"2";"0";"0";"1";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tokheho";"Nagaland";"80.33%";"3";"4";"0";"Nagaland";"Nationalist Democratic Progressive Party";"Elected";"31-May-18";"In office";"First";"66";"Male";"Information not available";"16th";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"T. Radhakrishnan";"Virudhunagar";"71.71%";"12";"922";"0";"Tamil Nadu";"All India Anna Dravida Munnetra Kazhagam";"Elected";"18-May-14";"In office";"First";"63";"Male";"Under Matric";"16th";"9";"0";"0";"2";"0";"0";"0";"1";"2";"2";"6";"39";"62";"32";"64";"40";"48";"36";"3";"8";"19";"18";"3";"12";"14";"21";"4";"15";"11";"21";"16";"17";"51";"56";"14";"36";"9";"2";"11";"13";"19";"17";"10";"12";"15";"9";"2";"0";"0";"9";"13";"4";"3";"4";"12";"17";"0";"7";"18";"10";"3";"10";"7";"7";"0";"2";"0";"0";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Udasi Shivkumar Chanabasappa";"Haveri";"93.29%";"143";"460";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"51";"Male";"Professional Graduate";"16th";"0";"112";"3";"12";"1";"3";"8";"4";"1";"3";"4";"20";"45";"10";"15";"14";"21";"26";"11";"1";"6";"6";"4";"8";"10";"1";"7";"15";"12";"8";"6";"10";"20";"23";"8";"7";"6";"2";"5";"6";"10";"13";"6";"2";"6";"2";"2";"0";"0";"2";"7";"9";"3";"8";"3";"5";"4";"2";"2";"12";"4";"2";"5";"3";"1";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Uday Pratap Singh";"Hoshangabad";"88.35%";"47";"257";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"54";"Male";"Graduate";"16th";"0";"36";"2";"4";"2";"1";"2";"0";"2";"1";"5";"4";"9";"8";"18";"5";"17";"10";"3";"2";"7";"2";"0";"8";"1";"1";"1";"2";"4";"5";"0";"3";"11";"23";"2";"11";"4";"3";"1";"4";"6";"5";"9";"3";"1";"3";"2";"0";"0";"7";"9";"1";"2";"3";"3";"7";"1";"6";"1";"1";"0";"4";"1";"2";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Udit Raj";"North West Delhi";"98.00%";"105";"350";"25";"Delhi";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"61";"Male";"Doctorate";"16th";"31";"52";"11";"8";"1";"0";"0";"0";"7";"2";"2";"27";"38";"12";"11";"21";"10";"13";"1";"3";"4";"3";"1";"21";"9";"5";"2";"2";"5";"5";"3";"11";"7";"32";"1";"4";"2";"3";"4";"0";"2";"4";"1";"2";"2";"20";"3";"0";"0";"11";"2";"0";"1";"2";"1";"0";"1";"0";"1";"16";"0";"3";"5";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"Uma Saren";"Jhargram";"60.29%";"0";"0";"0";"West Bengal";"All India Trinamool Congress";"Elected";"18-May-14";"In office";"First";"34";"Female";"Professional Graduate";"16th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Upendra Kushwaha";"Karakat";"66.00%";"1";"0";"0";"Bihar";"Rashtriya Lok Samta Party";"Elected";"18-May-14";"In office";"First";"57";"Male";"Post Graduate";"16th";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Varaprasad Rao Velagapalli";"Tirupati";"82.64%";"76";"0";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"18-May-14";"20-06-2018";"First";"65";"Male";"Doctorate";"16th";"0";"1";"47";"12";"6";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vasava Parbhubhai Nagarbhai";"Bardoli";"79.12%";"19";"273";"0";"Gujarat";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"49";"Male";"Diploma Course";"16th";"11";"4";"0";"1";"1";"1";"0";"1";"7";"0";"9";"7";"13";"2";"16";"14";"24";"7";"4";"3";"1";"3";"2";"0";"3";"2";"1";"6";"5";"9";"2";"1";"14";"17";"3";"7";"0";"1";"2";"0";"8";"3";"6";"5";"3";"3";"5";"0";"0";"4";"6";"2";"1";"6";"2";"5";"1";"10";"5";"4";"1";"3";"2";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Veena Devi";"Munger";"92.65%";"27";"209";"0";"Bihar";"Lok Jan Shakti Party";"Elected";"18-May-14";"In office";"First";"42";"Female";"Under Matric";"16th";"1";"16";"0";"6";"2";"0";"1";"1";"0";"0";"0";"4";"32";"1";"7";"2";"9";"12";"3";"2";"9";"9";"3";"6";"4";"1";"0";"0";"6";"8";"0";"6";"16";"5";"1";"8";"0";"0";"2";"2";"10";"10";"2";"0";"1";"0";"2";"0";"0";"0";"1";"1";"1";"0";"0";"8";"0";"0";"1";"2";"4";"0";"0";"0";"1";"0";"0";"0";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"V. Elumalai";"Arani";"87.76%";"77";"507";"0";"Tamil Nadu";"All India Anna Dravida Munnetra Kazhagam";"Elected";"18-May-14";"In office";"First";"63";"Male";"Professional Graduate";"16th";"12";"39";"0";"16";"3";"5";"2";"0";"3";"7";"8";"22";"45";"15";"28";"38";"27";"20";"6";"4";"6";"14";"14";"4";"10";"3";"1";"1";"10";"10";"7";"10";"14";"29";"6";"12";"3";"2";"1";"8";"9";"24";"6";"1";"0";"3";"2";"0";"0";"14";"8";"1";"3";"7";"6";"11";"0";"5";"1";"4";"2";"2";"0";"3";"0";"0";"0";"0";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vijay Kumar Hansdak";"Rajmahal";"69.94%";"35";"456";"0";"Jharkhand";"Jharkhand Mukti Morcha";"Elected";"18-May-14";"In office";"First";"37";"Male";"Under Matric";"16th";"14";"6";"3";"4";"0";"4";"0";"2";"6";"5";"5";"19";"31";"9";"23";"7";"27";"13";"6";"15";"6";"3";"6";"7";"18";"3";"4";"6";"18";"5";"4";"6";"9";"22";"8";"9";"1";"5";"3";"13";"14";"13";"8";"2";"2";"6";"3";"0";"0";"6";"7";"6";"15";"2";"5";"8";"2";"3";"4";"6";"1";"8";"2";"1";"3";"2";"0";"0";"2";"0";"1";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Vijay Sampla";"Hoshiarpur";"91.50%";"4";"1";"0";"Punjab";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"57";"Male";"Matric";"16th";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vijaysinh Shankarrao Mohite Patil";"Madha";"62.88%";"0";"1139";"0";"Maharashtra";"Nationalist Congress Party";"Elected";"18-May-14";"In office";"First";"74";"Male";"Matric";"16th";"0";"0";"0";"0";"0";"0";"0";"0";"19";"1";"19";"60";"60";"23";"74";"43";"50";"38";"10";"25";"20";"12";"7";"15";"17";"18";"5";"25";"18";"27";"18";"24";"51";"74";"19";"47";"27";"3";"5";"15";"26";"17";"16";"15";"17";"15";"4";"0";"0";"5";"12";"3";"5";"4";"6";"11";"3";"13";"47";"11";"2";"22";"1";"7";"4";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vikram Dev Usendi";"Kanker";"96.12%";"26";"121";"0";"Chhattisgarh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"53";"Male";"Inter/ Higher Secondary";"16th";"9";"16";"0";"0";"0";"1";"0";"0";"2";"0";"4";"2";"1";"2";"9";"2";"18";"2";"2";"1";"0";"1";"3";"0";"0";"0";"2";"3";"5";"1";"0";"1";"7";"6";"1";"6";"0";"2";"0";"3";"2";"3";"1";"2";"0";"5";"0";"0";"0";"4";"1";"1";"3";"2";"0";"1";"0";"5";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
